City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
541,Peabiru,-23.9128,-52.3431,89.6,58,20,3.69,BR,2021-01-12 18:21:17
542,Dillon,34.4166,-79.3712,51.01,86,92,1.01,US,2021-01-12 18:20:51
543,Ayr,55.4627,-4.6339,30.2,100,0,4.61,GB,2021-01-12 18:21:17
544,Shache,38.4167,77.2406,21.61,66,0,5.32,CN,2021-01-12 18:20:11
545,Makakilo City,21.3469,-158.0858,73.4,73,90,3.44,US,2021-01-12 18:21:17
546,Talnakh,69.4865,88.3972,-15.43,88,100,11.1,RU,2021-01-12 18:21:18
547,Yaan,7.3833,8.5667,86.45,13,0,4.72,NG,2021-01-12 18:21:18
548,Jalu,29.0331,21.5482,66.09,66,100,17.87,LY,2021-01-12 18:21:18
549,Kysyl-Syr,63.8986,122.7617,-42.56,80,99,3.62,RU,2021-01-12 18:21:18
550,Maibong,25.3,93.1667,56.68,75,1,1.36,IN,2021-01-12 18:21:18
551,Bentiu,9.2333,29.8333,81.01,16,0,3.58,SS,2021-01-12 18:21:19
552,Akcaabat,41.0212,39.5715,78.8,29,90,18.41,TR,2021-01-12 18:21:19
553,Ouallam,14.3188,2.0866,81.82,13,0,9.4,NE,2021-01-12 18:21:19
554,Mezen,65.8522,44.24,-11.22,86,35,3.29,RU,2021-01-12 18:21:19
